ID_MEDICAMENTO,DESCRIPCION,Laboratorio,Condicion_Venta,PRECIO_UNITARIO,FechaCompra,FechaCaducidad,Porcentaje_Efectividad,INVENTARIO
180,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,LABORATORIO PASTEUR S.A.,Directa, $66.652,16-11-2021,18-08-2026,86%,57
181,PARACETAMOL JARABE 100 mg/5 mL,LABORATORIO PASTEUR S.A.,Directa, $79.467,07-05-2021,15-11-2024,87%,29
182,LEVUCAL COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO PASTEUR S.A.,Directa, $78.831,12-12-2021,13-05-2026,98%,55
183,"GLICERINA ADULTOS SUPOSITORIOS 2,31 g",LABORATORIO PASTEUR S.A.,Directa, $68.289,01-08-2020,16-04-2027,91%,18
184,FRUTASAL KNOP POLVO,KNOP LABORATORIOS S.A.,Directa, $71.971,14-12-2019,10-04-2027,82%,99
185,ACEITE DE HÍGADO DE BACALAO CON VITAMINAS A Y D CÁPSULAS BLANDAS,ALS DISTRIBUIDORA LTDA.,Directa, $81.612,01-05-2022,06-12-2025,90%,35
186,PARACETAMOL 250 mg SUPOSITORIOS,LABORATORIO VALMA LTDA.,Directa, $19.259,01-05-2021,18-08-2026,87%,51
187,PARACETAMOL 125 mg SUPOSITORIOS,LABORATORIO VALMA LTDA.,Directa, $62.191,09-02-2020,15-11-2024,96%,9
188,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,LABORATORIO VALMA LTDA.,Directa, $57.197,05-05-2021,13-05-2026,80%,62
189,ALCOHOL YODADO 1% SOLUCIÓN PARA USO EXTERNO,LABORATORIO VALMA LTDA.,Directa, $23.365,11-10-2020,16-04-2027,97%,19
190,SINFLU COMPRIMIDOS 500 mg,LABORATORIO VALMA LTDA.,Directa, $78.691,20-04-2021,10-04-2027,82%,22
191,POMADA ALCANFORADA AL 10%,LABORATORIO VALMA LTDA.,Directa, $37.177,08-04-2022,06-12-2025,86%,37
192,POMADA DE SALICILATO DE METILO AL 10%,LABORATORIO VALMA LTDA.,Directa, $34.467,14-05-2022,18-08-2026,89%,79
193,T.R.O. SALES PARA REHIDRATACIÓN ORAL 60 mEq/L SODIO,LABORATORIO VALMA LTDA.,Directa, $53.336,28-09-2020,15-11-2024,99%,38
194,DONEGAL SUSPENSIÓN PARA GOTAS 10 mg/mL,MEDIPHARM LTDA.,Directa, $35.639,04-05-2022,13-05-2026,99%,16
195,DUOFILM SOLUCIÓN TÓPICA,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $45.905,04-07-2021,16-04-2027,92%,24
196,PANAGESIC CON CAFEÍNA 250/20,CHEMOPHARMA S.A.,Directa, $78.499,15-11-2020,10-04-2027,80%,33
197,PANAGESIC CON CAFEÍNA 400/33 COMPRIMIDOS,CHEMOPHARMA  S.A.,Directa, $13.611,18-08-2021,06-12-2025,94%,45
198,PANAGESIC COMPRIMIDOS MASTICABLES 80 mg,CHEMOPHARMA S.A.,Directa, $18.118,26-03-2022,18-08-2026,99%,15
199,PANAGESIC COMPRIMIDOS MASTICABLES 160 mg,CHEMOPHARMA S.A.,Directa, $22.530,27-02-2022,15-11-2024,94%,56
200,PANAGESIC JARABE 160 mg/5 mL,CHEMOPHARMA S.A.,Directa, $79.852,22-01-2020,13-05-2026,80%,9
201,PANAGESIC SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,CHEMOPHARMA  S.A.,Directa, $52.020,28-05-2021,16-04-2027,81%,54
202,SICATREX CREMA DÉRMICA,MINTLAB  CO. S.A.,Directa, $33.376,23-11-2020,10-04-2027,83%,90
203,SOLARCAINE ALOE EXTRA GEL TÓPICO CON LIDOCAÍNA,SCHERING-PLOUGH CIA. LTDA.,Directa, $27.778,20-08-2021,06-12-2025,81%,73
204,CLORHEXIDINA CLORHIDRATO NOSCAPINA COMPRIMIDOS MASTICABLES,LABORATORIOS SAVAL S.A.,Directa, $74.791,11-03-2020,18-08-2026,95%,57
205,CLORHEXIDINA CLORHIDRATO COMPRIMIDOS MASTICABLES 5 mg,LABORATORIOS SAVAL S.A.,Directa, $87.653,13-09-2021,15-11-2024,96%,60
206,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $36.900,23-12-2020,13-05-2026,95%,8
207,MADECASSOL CREMA 1%,BAYER S.A.,Directa, $80.523,22-12-2019,16-04-2027,92%,58
208,AGUA DEL CARMEN SOLUCIÓN ORAL,LABORATORIO PASTEUR S.A.,Directa, $21.116,16-06-2021,10-04-2027,89%,80
209,BÁLSAMO ANALGÉSICO PASTEUR UNGÜENTO TÓPICO,LABORATORIO PASTEUR S.A.,Directa, $86.575,27-01-2022,06-12-2025,90%,15
210,DOMPERIDONA COMPRIMIDOS 10 mg,BESTPHARMA S.A.,Directa, $17.174,04-11-2020,18-08-2026,96%,83
211,"FLUDROP SOLUCIÓN NASAL 0,9%",LABORATORIOS ANDRÓMACO S.A.,Directa, $15.193,25-05-2022,15-11-2024,80%,6
212,ADOLEXMED - CELL COMPRIMIDOS DE DISOLUCIÓN BUCAL,MEDIPHARM LTDA.,Directa, $46.633,30-10-2021,13-05-2026,97%,20
213,FRUNALIA POLVO EFERVESCENTE,LABORATORIO PASTEUR S.A.,Directa, $57.520,16-10-2020,16-04-2027,93%,44
214,"LECHE DE MAGNESIA PASTEUR SUSPENSIÓN ORAL 7,5%",LABORATORIO PASTEUR S.A.,Directa, $66.138,21-08-2021,10-04-2027,84%,88
215,TABLETAS ANTIÁCIDAS PASTEUR COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO PASTEUR S.A.,Directa, $63.417,20-01-2021,06-12-2025,92%,7
216,RETINOL + TIAMINA CLORHIDRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + ÁCIDO ASCÓRBICO + ERGOCALCIFEROL + ÁCIDO FÓLICO + NICOTINAMIDA + PANTOTENATO CÁLCICO JARABE,BESTPHARMA S.A.,Directa, $86.666,05-06-2021,18-08-2026,89%,48
217,RETINOL + TIAMINA CLORHIDRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + ÁCIDO ASCÓRBICO + ERGOCALCIFEROL + ÁCIDO FÓLICO + NICOTINAMIDA + PANTOTENATO CÁLCICO COMPRIMIDOS RECUBIERTOS,BESTPHARMA S.A.,Directa, $22.747,19-09-2021,15-11-2024,80%,14
218,MENTHOSE UNGÜENTO,LABORATORIO PASTEUR S.A.,Directa, $31.356,23-07-2020,13-05-2026,100%,0
219,NAPROXENO SUPOSITORIOS INFANTILES 50 mg,OPKO CHILE S.A.,Directa, $29.977,02-02-2020,16-04-2027,82%,84
220,PECTORAL PASTEUR JARABE 20 mg/mL,LABORATORIO PASTEUR S.A.,Directa, $89.300,28-03-2021,10-04-2027,94%,29
221,VISIOCALM SOLUCIÓN OFTÁLMICA,LABORATORIO CHILE S.A.,Directa, $37.143,17-06-2021,06-12-2025,84%,0
222,PIRETANYL COMPRIMIDOS,LABORATORIO PASTEUR S.A.,Directa, $64.391,18-09-2020,18-08-2026,98%,34
223,NAPROXENO COMPRIMIDOS RECUBIERTOS 100 mg,OPKO CHILE S.A.,Directa, $57.299,02-01-2020,15-11-2024,81%,88
224,SANOVAL - TAB COMPRIMIDOS RECUBIERTOS 275 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $41.819,05-05-2022,13-05-2026,92%,60
225,"TAPSIN COMPUESTO DÍA PLUS POLVO PARA SOLUCIÓN ORAL, EN SOBRES",LABORATORIO MAVER S.A.,Directa, $59.045,25-03-2020,16-04-2027,85%,80
226,"TAPSIN COMPUESTO NOCHE PLUS POLVO PARA SOLUCIÓN ORAL, EN SOBRES",LABORATORIO MAVER S.A.,Directa, $70.891,02-10-2021,10-04-2027,91%,31
227,MINTAGLOS POMADA DÉRMICA,MINTLAB  CO. S.A.,Directa, $89.313,06-04-2022,06-12-2025,90%,32
228,TÓNICO PASTEUR JARABE,LABORATORIO PASTEUR S.A.,Directa, $79.031,26-08-2021,18-08-2026,100%,16
229,ORTOXINE SABOR FRAMBUESA COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg.,LABORATORIOS  EUROMED CHILE S.A.,Directa, $79.132,10-06-2021,15-11-2024,95%,82
230,ORTOXINE SABOR NARANJA COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg.,LABORATORIOS  EUROMED CHILE S.A.,Directa, $51.461,02-12-2021,13-05-2026,82%,75
231,ORTOXINE SABOR MENTOL COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $14.683,13-04-2021,16-04-2027,84%,53
232,ORTOXINE SABOR MIEL + LIMÓN COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $73.968,13-07-2021,10-04-2027,87%,2
233,"TRICLOSÁN JABÓN LÍQUIDO 0,5%",ECOLAB S.A.,Directa, $69.150,04-06-2021,06-12-2025,96%,16
234,ALCOHOL GEL ANTISÉPTICO 75%,ECOLAB S.A.,Directa, $38.324,19-10-2021,18-08-2026,93%,96
235,CLORHEXIDINA GLUCONATO JABÓN LÍQUIDO 2%,ECOLAB S.A.,Directa, $11.049,26-07-2020,15-11-2024,88%,81
236,CLORHEXIDINA GLUCONATO JABÓN LÍQUIDO 4%,ECOLAB S.A.,Directa, $23.730,07-06-2021,13-05-2026,87%,17
237,EFERFRUTA POLVO EFERVESCENTE,FARMACÉUTICA MED - CELL  LTDA.,Directa, $60.099,23-09-2021,16-04-2027,97%,56
238,EFERFRUTA SABOR LIMÓN POLVO EFERVESCENTE,FARMACÉUTICA MED - CELL  LTDA.,Directa, $21.379,11-04-2022,10-04-2027,94%,57
239,KITADOL MAX COMPRIMIDOS RECUBIERTOS,LABORATORIO CHILE S.A.,Directa, $26.040,11-07-2020,06-12-2025,96%,4
240,ZOFEX TOS COMPRIMIDOS DE DISOLUCIÓN BUCAL,LABORATORIOS FASA S.A.,Directa, $27.947,29-10-2021,18-08-2026,98%,94
241,SENTUAL PERIODO COMPRIMIDOS,MEDIPHARM LTDA.,Directa, $39.919,14-05-2022,15-11-2024,98%,57
242,PANAGESIC CON CAFEÍNA 500/50 COMPRIMIDOS,CHEMOPHARMA  S.A.,Directa, $38.210,10-02-2022,13-05-2026,88%,75
243,"JABÓN YODADO 1.8 SOLUCIÓN TÓPICA 0,8 %",ECOLAB S.A.,Directa, $57.475,04-02-2022,16-04-2027,96%,60
244,FASACNE GEL DÉRMICO 5%,LABORATORIOS FASA S.A.,Directa, $34.666,01-03-2022,10-04-2027,90%,29
245,GRIPEXIN COMPUESTO NUEVA FÓRMULA SIN CLORFENAMINA POLVO PARA SOLUCIÓN ORAL EN SOBRES,ITF - LABOMED FARMACÉUTICA LTDA.,Directa, $13.596,25-12-2019,06-12-2025,90%,95
246,"DICLOFENACO DIETILAMINA GEL TÓPICO 1,16%",MINTLAB CO. S.A.,Directa, $76.161,01-02-2021,18-08-2026,89%,44
247,HI-C CÁPSULAS 500 mg,LABORATORIO PASTEUR S.A.,Directa, $54.325,20-07-2020,16-04-2027,100%,50
248,PERIOAID CON CLORURO DE CETILPIRIDINIO TRATAMIENTO COLUTORIO,LABORATORIOS DENTAID S.A.,Directa, $78.199,11-02-2020,10-04-2027,99%,17
249,"DOLOFAR GEL TÓPICO 2,5%",MEDIPHARM LTDA.,Directa, $14.008,24-04-2020,06-12-2025,92%,12
250,MINFADEN COMPRIMIDOS,MINTLAB CO. S.A.,Directa, $40.582,17-10-2020,18-08-2026,86%,73
251,AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL,EXPORTADORA Y COMERCIALIZADORA DE PRODUCTOS FARMACÉUTICOS  LTDA.,Directa, $11.607,03-02-2020,15-11-2024,98%,59
252,ÁCIDO DEHIDROCÓLICO COMPRIMIDOS 250 mg,INSTITUTO SANITAS S.A.,Directa, $15.729,09-07-2021,13-05-2026,89%,61
253,SANIGERMIN TRICLOSAN JABÓN,INSTITUTO SANITAS S.A.,Directa, $89.701,19-01-2022,16-04-2027,83%,48
254,BACILAN POLVO,INSTITUTO SANITAS S.A.,Directa, $21.885,23-07-2021,10-04-2027,99%,41
255,LERFIMIN UNGÜENTO DÉRMICO,MINTLAB  CO. S.A.,Directa, $56.562,17-01-2022,06-12-2025,81%,82
256,PHARMALATUM SOLUCIÓN PARA INHALACIÓN,MEDIPHARM LTDA.,Directa, $24.274,16-11-2021,18-08-2026,98%,71
257,NAPROXENO GEL TÓPICO 10%,OPKO CHILE S.A.,Directa, $46.199,17-07-2021,15-11-2024,97%,100
258,REPELEX AEROSOL,INSTITUTO SANITAS S.A.,Directa, $45.037,21-10-2020,13-05-2026,93%,92
259,PARACETAMOL COMPRIMIDOS 500 mg,B Y B FARMACÉUTICA LTDA.,Directa, $60.085,21-04-2020,16-04-2027,90%,89
260,BRASITON CREMA,INSTITUTO SANITAS S.A.,Directa, $66.818,12-06-2020,10-04-2027,80%,86
261,AGUA MELISSA CARMINATIVA SOLUCIÓN,INSTITUTO SANITAS S.A.,Directa, $60.338,13-01-2020,06-12-2025,92%,43
262,AGUA OXIGENADA 10 VOLÚMENES SOLUCIÓN TÓPICA,LABORATORIO Y DROGUERIA NACIONAL LTDA.,Directa, $88.673,24-05-2020,18-08-2026,92%,93
263,IBUPROFENO COMPRIMIDOS 200 mg,LABORATORIO PASTEUR S.A.,Directa, $76.539,09-10-2021,15-11-2024,84%,18
264,TRIOX N.F. INFANTIL COMPRIMIDOS RECUBIERTOS 100 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $16.242,16-06-2020,13-05-2026,86%,68
265,NAPROXENO SÓDICO COMPRIMIDOS RECUBIERTOS 275 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $62.479,15-02-2022,16-04-2027,86%,92
266,"FASALIMP SOLUCIÓN NASAL 0,9%",LABORATORIOS FASA S.A.,Directa, $56.990,09-08-2020,10-04-2027,87%,21
267,"NASAKID SOLUCIÓN NASAL 0,9%",LABORATORIO CHILE S.A.,Directa, $76.693,28-01-2020,06-12-2025,90%,79
268,MALTOFER VITAMINADO JARABE,LABORATORIOS ANDRÓMACO S.A.,Directa, $57.915,14-05-2022,18-08-2026,82%,6
269,RINOKID SOLUCIÓN NASAL PARA NEBULIZACIÓN 3%,LABORATORIOS D & M PHARMA LTDA.,Directa, $69.393,07-11-2020,15-11-2024,93%,15
270,DERMAC CREMA DÉRMICA,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $56.116,13-05-2021,13-05-2026,98%,17
271,MINTA-C COMPRIMIDOS MASTICABLES 100 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $72.693,20-11-2021,16-04-2027,90%,56
272,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS 500 mg,LABORATORIOS FASA S.A.,Directa, $16.573,05-03-2020,10-04-2027,82%,15
273,"ZETADOL COMPUESTO ANTIGRIPAL NOCHE POLVO PARA SUSPENSIÓN ORAL, EN SOBRES",FARMACÉUTICA MED - CELL  LTDA.,Directa, $10.949,28-02-2021,06-12-2025,84%,20
274,"ZETADOL COMPUESTO ANTIGRIPAL DÍA POLVO PARA SOLUCIÓN ORAL, EN SOBRES",FARMACÉUTICA MED - CELL  LTDA.,Directa, $87.670,23-04-2022,18-08-2026,99%,59
275,TAPSIN CÁPSULAS BLANDAS,LABORATORIO MAVER S.A.,Directa, $80.611,16-03-2020,15-11-2024,80%,26
276,CEBION SABOR LIMÓN COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa, $50.414,03-04-2020,13-05-2026,95%,14
277,CEBION SABOR MARACUYA COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa, $26.675,07-02-2020,16-04-2027,84%,58
278,CEBION SABOR MANDARINA COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa, $85.721,17-12-2021,10-04-2027,84%,64
279,TEARS NATURALE FORTE SOLUCIÓN OFTÁLMICA,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $65.232,03-02-2022,06-12-2025,89%,55
280,PREDUAL TEEN COMPRIMIDOS,LABORATORIOS ANDRÓMACO S.A.,Directa, $45.048,26-10-2020,18-08-2026,81%,73
281,PANADOL ACTIRAPID COMPRIMIDOS RECUBIERTOS 500 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa, $73.611,24-03-2020,15-11-2024,83%,22
282,DERMALIV CREMA TÓPICA,MEDIPHARM LTDA.,Directa, $89.405,14-07-2020,13-05-2026,97%,40
283,TAPSIN SIN CAFEÍNA COMPRIMIDOS MASTICABLE 160 mg,LABORATORIO MAVER S.A.,Directa, $23.430,04-06-2020,16-04-2027,96%,57
284,NUM - ZIT 5 SOLUCIÓN PARA GOTAS ORALES 5 mg/ mL,LABORATORIOS SILESIA S.A.,Directa, $62.259,05-07-2020,10-04-2027,83%,17
285,FRIORUB CON IBUPROFENO GEL TÓPICO,DROGUERIA HOFMANN S.A.C.,Directa, $24.795,01-05-2021,06-12-2025,94%,53
286,FORTEVITA JARABE,MINTLAB CO. S.A.,Directa, $21.933,24-05-2020,18-08-2026,95%,15
287,VASELINA LÍQUIDA MEDICINAL,PHARMASAN LTDA.,Directa, $86.564,10-11-2021,15-11-2024,95%,45
288,TALCO ANTIMICÓTICO,LABORATORIOS FASA S.A.,Directa, $73.267,11-06-2021,13-05-2026,96%,47
289,HEADOL MUJER COMPRIMIDOS,LABORATORIOS FASA S.A.,Directa, $88.099,27-11-2020,16-04-2027,87%,8
290,LIP RELIEF UNGÜENTO TÓPICO,DROGUERIA HOFMANN S.A.C.,Directa, $77.777,22-09-2020,10-04-2027,100%,14
291,TEARS LÁGRIMAS NATURALES SOLUCIÓN OFTÁLMICA.,JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.,Directa, $39.013,12-04-2022,06-12-2025,86%,75
292,"RINOSTERYL SOLUCIÓN NASAL 0,9%",MINTLAB  CO. S.A.,Directa, $13.457,26-09-2020,18-08-2026,98%,37
293,"ALCOLEX GEL DÉRMICO 0,1 %",ITF - LABOMED FARMACÉUTICA LTDA.,Directa, $18.017,13-10-2021,15-11-2024,92%,25
294,DISGREN COMPRIMIDOS DE LIBERACIÓN PROLONGADA 325 mg.,LABORATORIO PASTEUR S.A.,Directa, $23.305,22-09-2020,13-05-2026,99%,63
295,DENTILIM - DBD COMPRIMIDOS DE DISOLUCIÓN BUCAL 5 mg,FARMACÉUTICA MED - CELL  LTDA.,Directa, $79.095,30-09-2020,16-04-2027,100%,21
296,ELCAL-D PLUS CÁPSULAS,LABORATORIOS ANDRÓMACO S.A.,Directa, $55.314,04-03-2022,10-04-2027,85%,83
297,MUCOANGIN COMPRIMIDOS PARA DISOLUCIÓN BUCAL 20 mg,BOEHRINGER INGELHEIM LTDA.,Directa, $68.424,01-05-2020,06-12-2025,83%,3
298,MAALOX PLUS SUSPENSIÓN ORAL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $72.189,26-05-2021,18-08-2026,84%,15
299,DOLIDER COMPRIMIDOS,LABORATORIO PASTEUR S.A.,Directa, $70.241,30-06-2021,15-11-2024,81%,7
300,METAMIZOL SÓDICO MONOHIDRATO COMPRIMIDOS 300 mg,LABORATORIO CHILE S.A.,Directa, $68.539,14-08-2021,13-05-2026,98%,22
301,SENSAID GEL DENTIFRICO,LABORATORIOS DENTAID S.A.,Directa, $62.164,11-01-2021,16-04-2027,82%,13
302,IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL,BESTPHARMA S.A.,Directa, $45.366,24-03-2022,10-04-2027,88%,27
303,CAPRIMIDA DUO CÁPSULAS BLANDAS 330 mg,LABORATORIOS RECALCINE S.A.,Directa, $64.458,02-05-2020,06-12-2025,100%,75
304,GETRICIN COMPRIMIDOS,FARMACÉUTICA MED - CELL  LTDA.,Directa, $41.140,25-09-2020,18-08-2026,80%,58
305,METAMIZOL SÓDICO SUPOSITORIOS 250 mg,LABORATORIO CHILE S.A.,Directa, $53.792,09-05-2020,15-11-2024,89%,79
306,HIPERFLEX COMPRIMIDOS,LABORATORIOS LAFI LTDA.,Directa, $66.430,06-05-2020,13-05-2026,92%,10
307,HIPERFLEX FORTE COMPRIMIDOS,LABORATORIOS LAFI LTDA.,Directa, $46.739,23-05-2022,16-04-2027,96%,80
308,FINARTRIT COMPRIMIDOS,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa, $12.503,23-03-2021,10-04-2027,89%,29
309,COTIBIN ANTIGRIPAL COMPRIMIDOS RECUBIERTOS,LABORATORIOS ANDRÓMACO S.A.,Directa, $34.606,25-03-2022,06-12-2025,86%,71
310,"COTIBIN FLU DÍA POLVO PARA SOLUCIÓN ORAL, EN SOBRES",LABORATORIOS ANDRÓMACO S.A.,Directa, $36.758,23-12-2021,18-08-2026,83%,18
311,"COTIBIN FLU NOCHE POLVO PARA SOLUCIÓN ORAL, EN SOBRES",LABORATORIOS ANDRÓMACO S.A.,Directa, $48.233,10-12-2021,15-11-2024,83%,63
312,CEBION SABOR NARANJA COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa, $19.233,19-02-2021,13-05-2026,81%,96
313,ÁCIDO DEHIDROCÓLICO COMPRIMIDOS 250 mg,LABORATORIO CHILE S.A.,Directa, $14.548,29-07-2021,16-04-2027,96%,75
314,LEVUCAL INSTANT GRANULADO PARA SOLUCIÓN ORAL,LABORATORIO PASTEUR S.A.,Directa, $20.774,15-06-2020,10-04-2027,98%,12
315,LEVUCAL INSTANT GRANULADO PARA SOLUCIÓN ORAL 1 g,LABORATORIO PASTEUR S.A.,Directa, $47.611,26-02-2020,06-12-2025,88%,63
316,SUERO ORAL HIDRAPLUS 30 SABOR FRESA SOLUCIÓN ORAL,INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA,Directa, $76.848,05-09-2020,18-08-2026,80%,52
317,SUERO ORAL HIDRAPLUS 30 SABOR UVA SOLUCIÓN ORAL,INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA,Directa, $13.431,04-04-2021,15-11-2024,80%,31
318,SUERO ORAL HIDRA 90 SABOR UVA SOLUCIÓN ORAL,INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA,Directa, $10.200,02-07-2020,13-05-2026,81%,33
319,ALUMINIO HIDRÓXIDO GEL COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO CHILE S.A.,Directa, $24.225,07-01-2020,16-04-2027,91%,45
320,PYRIPED FORTE SUSPENSIÓN ORAL 200 mg/5 mL,MINTLAB  CO. S.A.,Directa, $35.124,06-01-2020,10-04-2027,92%,38
321,ALUMINIO HIDRÓXIDO SUSPENSIÓN ORAL 6%,LABORATORIO CHILE S.A.,Directa, $84.323,22-07-2021,06-12-2025,91%,0
322,ADVIL CÁPSULAS BLANDAS 200 mg,LABORATORIOS WYETH LLC.,Directa, $47.204,27-06-2021,18-08-2026,100%,8
323,PUNTUAL COMPRIMIDOS 500 mg,FARMACÉUTICA MED - CELL  LTDA.,Directa, $63.275,07-04-2022,16-04-2027,92%,93
324,DISFRUTAB ANTIGAS FRUTILLA COMPRIMIDOS MASTICABLES,LABORATORIO MAVER S.A.,Directa, $52.204,01-11-2020,10-04-2027,97%,7
325,DISFRUTAB ANTIGAS LIMA-LIMÓN COMPRIMIDOS MASTICABLES,LABORATORIO MAVER S.A.,Directa, $34.834,13-02-2022,06-12-2025,90%,94
326,DISFRUTAB ANTIGAS MULTISABOR COMPRIMIDOS MASTICABLES,LABORATORIO MAVER S.A.,Directa, $49.851,08-10-2020,18-08-2026,84%,49
327,GELICOL GEL 70%,LABORATORIO PASTEUR S.A.,Directa, $62.362,17-07-2021,15-11-2024,96%,99
328,OSTEOCAPS CÁPSULAS BLANDAS,MERCK S.A.,Directa, $32.307,01-10-2021,13-05-2026,89%,61
329,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS MASTICABLES 100 mg,LABORATORIOS FASA S.A.,Directa, $47.433,09-03-2022,16-04-2027,93%,33
330,BARALGINA M COMPRIMIDOS 500 mg,SANOFI-AVENTIS DE CHILE S.A.,Directa, $19.292,16-03-2022,10-04-2027,99%,26
331,ZINCOVIT JARABE,ITF - LABOMED FARMACÉUTICA LTDA.,Directa, $30.432,16-03-2021,06-12-2025,88%,42
332,BARALGINA M SOLUCIÓN PARA GOTAS ORALES 500 mg/mL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $24.174,28-01-2020,18-08-2026,84%,24
333,NORALINA CÁPSULAS BLANDAS,LABORATORIOS PRATER S.A.,Directa, $47.795,11-03-2020,15-11-2024,91%,24
334,GENIOL  SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $16.615,31-07-2021,13-05-2026,92%,62
335,GESIPROCT CREMA RECTAL,MEDIPHARM LTDA.,Directa, $84.263,13-02-2020,16-04-2027,87%,14
336,"PARACETAMOL, PAMABROM, MEPIRAMINA MALEATO COMPRIMIDOS",FARMACÉUTICA MED - CELL  LTDA.,Directa, $82.131,16-09-2021,10-04-2027,98%,10
337,IBUPROFENO SUSPENSIÓN ORAL 200 mg/5 mL,BESTPHARMA S.A.,Directa, $70.610,30-10-2021,06-12-2025,86%,70
338,ENO PLUS LIMÓN COMPRIMIDOS EFERVESCENTES.,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa, $18.334,21-05-2020,18-08-2026,93%,48
339,DOLKITOL COMPRIMIDOS 500 mg,LABORATORIOS SILESIA S.A.,Directa, $34.266,03-12-2020,15-11-2024,81%,0
340,SALONPAS GEL PARCHE-TÓPICO,LABORATORIOS SILESIA S.A.,Directa, $88.916,21-08-2021,13-05-2026,96%,71
341,FEBRICOL SUSPENSIÓN ORAL 200 mg/5 mL,BESTPHARMA S.A.,Directa, $25.119,05-06-2020,16-04-2027,91%,85
342,NOVALGINA JARABE 250 mg/5 mL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $12.976,24-11-2021,10-04-2027,96%,72
343,BABY KANK-A GEL BUCAL 10%,LABORATORIOS RIDER LTDA.,Directa, $70.567,25-04-2021,06-12-2025,88%,44
344,IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $89.212,19-05-2022,18-08-2026,82%,2
345,PROASA-75 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 75 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $48.105,09-12-2020,15-11-2024,95%,9
346,PROASA-100 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 100 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $87.266,06-06-2021,13-05-2026,90%,42
347,SALES PARA REHIDRATACIÓN ORAL-90 POLVO PARA SOLUCIÓN ORAL,LABORATORIOS FASA S.A.,Directa, $31.898,10-06-2020,16-04-2027,96%,98
348,SALES PARA REHIDRATACIÓN ORAL-60 POLVO PARA SOLUCIÓN ORAL,LABORATORIOS FASA S.A.,Directa, $25.034,21-11-2021,10-04-2027,85%,21
349,ESVIT-C SABOR NARANJA COMPRIMIDOS MASTICABLES 500 mg,LABORATORIO CHILE S.A.,Directa, $49.878,03-11-2020,06-12-2025,98%,6
350,HIPERFLEX MITE COMPRIMIDOS,LABORATORIOS LAFI LTDA.,Directa, $48.900,05-12-2020,18-08-2026,80%,17
351,DOCIVIN COMPRIMIDOS 10 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $24.049,17-09-2021,15-11-2024,83%,22
